book_title,chapter_number,chapter_title,sentence_number,sentence_text
Noli Me Tangere,9,Ang Balita Tungkol sa Bayan,9,Naparoon si Padre Sibyla upang ikwento sa matandang pari na puro kasinungalingan ang mga paratang ng mga tao laban kay Ibarra.
Noli Me Tangere,9,Ang Balita Tungkol sa Bayan,10,Ikinuwento din ni Padre Sibyla ang kamuntikan nang matuloy na pag-aaway nina Ibarra at Padre Damaso.
Noli Me Tangere,9,Ang Balita Tungkol sa Bayan,11,Isinalaysay din ng pari ang planong pagpapakasal ni Ibarra kay Maria Clara.
Noli Me Tangere,9,Ang Balita Tungkol sa Bayan,12,Ani ng matandang may sakit na hindi na dapat nila dagdagan ang kanilang kasalanan dahil dadating ang oras na haharap na sila sa Panginoon.
Noli Me Tangere,9,Ang Balita Tungkol sa Bayan,13,Natututo na rin ang mga Indio sa tamang paghawak ng kanilang yaman.
Noli Me Tangere,9,Ang Balita Tungkol sa Bayan,14,Nagpahayag ng kanyang saloobin si Padre Damaso kay Kapitan Tiago.
Noli Me Tangere,9,Ang Balita Tungkol sa Bayan,15,Hindi daw sana nangyari ang lahat kung mas naging madalas ang paghingi ng payo ni Maria Clara sa kanya.
Noli Me Tangere,9,Ang Balita Tungkol sa Bayan,16,Hindi mapakaling tumungo si Kapitan Tiago sa silid dasalan at pinagpapapatay ang mga mamahaling kandilang pinasindihan niya kay Maria Clara upang makarating ng payapa si Ibarra sa patutunguhan.
Noli Me Tangere,10,Bayan ng San Diego,1,Ang bayan ng San Diego ay matatagpuan sa gitna ng palayan na siyang malapit din sa lawa.
Noli Me Tangere,10,Bayan ng San Diego,2,"Ito ay mayaman sa asukal, kape, prutas, at bigas."
Noli Me Tangere,10,Bayan ng San Diego,3,Makikita ang naglalarong mga bata sa lungsod kung maganda ang panahon dito.
Noli Me Tangere,10,Bayan ng San Diego,4,"May ilang umaakyat sa kampanaryo, sa tuktok nito ay may makikitang isang napakahabang ilog na parang kristal na ahas na nakahimlay sa luntiang paligid."
Noli Me Tangere,10,Bayan ng San Diego,5,Kinakailangan pang tumawid sa umuugoy na tulay bago makarating sa kabilang ibayo ng pampang.
Noli Me Tangere,10,Bayan ng San Diego,6,Mula sa kampanaryo ay masisilayin din ang isang mahiwagang gubat.
Noli Me Tangere,10,Bayan ng San Diego,7,Ito ay katulad ng ilang bayan sa Pilipinas na pinamumunuan ng simbahan.
Noli Me Tangere,10,Bayan ng San Diego,8,"Ayon sa isang alamat, may isang matandang Kastila ang dumating sa San Diego."
Noli Me Tangere,10,Bayan ng San Diego,9,"Binili niya ang lupa sa pamamagitan ng damit, salapi, at mga alahas."
Noli Me Tangere,10,Bayan ng San Diego,10,Matapos ipakita ng matanda ang kayamanan ay bigla itong naglaho.
Noli Me Tangere,10,Bayan ng San Diego,11,Inakala ng lahat na ang matanda ay isang engkanto.
Noli Me Tangere,10,Bayan ng San Diego,12,Isang araw ay may umalingasaw na amoy.
Noli Me Tangere,10,Bayan ng San Diego,13,Natagpuang nakabitin sa puno ng balite ang isang naaagnas na bangkay.
Noli Me Tangere,10,Bayan ng San Diego,14,Sa takot ng lahat ay tinapon ang mga alahas nito sa ilog at sinunog ang kaniyang mga damit.
Noli Me Tangere,10,Bayan ng San Diego,15,Nailibing ang bangkay ngunit wala nang naglalakas ng loob na dumaan sa lugar na iyon.
Noli Me Tangere,10,Bayan ng San Diego,16,Dumating ang isang mestisong Kastila na nagpakilala bilang anak ng namatay.
Noli Me Tangere,10,Bayan ng San Diego,17,Siya si Don Saturnino.
Noli Me Tangere,10,Bayan ng San Diego,18,Nagtayo siya ng bahay sa lugar ng pinaglibingan sa ama.
Noli Me Tangere,10,Bayan ng San Diego,19,Siya ay masikap at masigasig sa pagtatrabaho.
Noli Me Tangere,10,Bayan ng San Diego,20,Inayos niya ang libingan ng ama at dinadalaw ito paminsan-minsan.
Noli Me Tangere,10,Bayan ng San Diego,21,Nagpakasal si Don Saturnino sa isang Manilenya.
Noli Me Tangere,10,Bayan ng San Diego,22,Si Don Rafael ang naging anak nila.
Noli Me Tangere,10,Bayan ng San Diego,23,Giliw na giliw ang mga magsasaka kay Don Rafael dahil sa masikap niyang pagpapaunlad ng lugar.
Noli Me Tangere,10,Bayan ng San Diego,24,Mula sa pagiging baryo ay naging nayon ang lugar.
Noli Me Tangere,10,Bayan ng San Diego,25,Ang pamumunong ito ang naging ugat kung bakit may ilang galit at inggit kay Don Rafael.
Noli Me Tangere,11,Ang mga Makapangyarihan,1,Si Don Rafael ay hindi makapangyarihan bagamat siya ang pinakamayaman sa lugar.
Noli Me Tangere,11,Ang mga Makapangyarihan,2,Kailanman ay hindi siya nagyabang kahit siya ay nagmamay-ari ng napakaraming lupain.
Noli Me Tangere,11,Ang mga Makapangyarihan,3,Hindi din makapangyarihan si Kapitan Tiago bagamat nagpapasalubong siya ng orkestra at nagpapaulan ng regalo.
Noli Me Tangere,11,Ang mga Makapangyarihan,4,Hindi rin pwede ang alkalde dahil hindi ito nakapag-uutos dahil siya mismo ang sumusunod.
Noli Me Tangere,11,Ang mga Makapangyarihan,5,Ang tunay na makapangyarihan ay ang kura paroko sa simbahan at ang Alperes.
Noli Me Tangere,11,Ang mga Makapangyarihan,6,Si Padre Salvi ang kura paroko na pumalit kay Padre Damaso.
Noli Me Tangere,11,Ang mga Makapangyarihan,7,Siya ay mas mabait na maituturing kumpara kay Padre Damaso.
Noli Me Tangere,11,Ang mga Makapangyarihan,8,"Ang Alperes ay mapambugbog sa asawa, lasinggero, at malupit sa kanyang tauhan."
Noli Me Tangere,11,Ang mga Makapangyarihan,9,Nakatuluyan niya ang isang Pilipina na si Donya Consolacion na mahilig maglagay ng kolerete sa mukha.
Noli Me Tangere,11,Ang mga Makapangyarihan,10,Palihim na may hidwaan ang dalawang makapangyarihan ngunit sila ay nagkukunwaring magkasundo sa harap ng madaming tao.
Noli Me Tangere,12,Ang Araw ng mga Patay,1,Ang sementeryo ng San Diego ay matatagpuan sa gitna ng malawak na palayan.
Noli Me Tangere,12,Ang Araw ng mga Patay,2,Ito ay nahaharangan ng lumang pader at kawayan.
Noli Me Tangere,12,Ang Araw ng mga Patay,3,Sa gitna nito ay may nakapwestong malaking krus.
Noli Me Tangere,12,Ang Araw ng mga Patay,4,Mahirap ang makarating sa sementeryo dahil sa masukal na libingan.
Noli Me Tangere,12,Ang Araw ng mga Patay,5,"Maputik ang daanan kung tag-ulan, maalikabok naman kung tag-araw."
Noli Me Tangere,12,Ang Araw ng mga Patay,6,Bumuhos ang napakalakas na ulan noong gabing iyon.
Noli Me Tangere,12,Ang Araw ng mga Patay,7,Dalawang tao ang mabilis na naghuhukay sa isang bahagi ng sementeryo.
Noli Me Tangere,12,Ang Araw ng mga Patay,8,Ang isa ay dalubhasa na sa pagiging sepulturero at ang isa naman ay baguhan palang.
Noli Me Tangere,12,Ang Araw ng mga Patay,9,Hinukay at iniahon ng dalawa ang bangkay na siyang kakalibing pa lamang makalipas ang dalawampung araw.
Noli Me Tangere,12,Ang Araw ng mga Patay,10,Ang pagpapahukay at pagpapalipat ng bangkay sa libingan ng mga Intsik ay utos mula kay Padre Garrote na siyang si Padre Damaso.
Noli Me Tangere,13,Ang Babala ng Sigwa,1,"Sakay sa kanyang kalesa, nagtungo si Ibarra sa sementeryo kasama ang kanyang katiwala upang hanapin ang nitso ng amang si Don Rafael."
Noli Me Tangere,13,Ang Babala ng Sigwa,2,"Ayon sa katiwala, matagal siyang hindi nakabalik sa puntod ni Don Rafael dahil siya ay nagkasakit."
Noli Me Tangere,13,Ang Babala ng Sigwa,3,Si Kapitan Tiago na daw ang bahalang magpaayos ng nitso.
Noli Me Tangere,13,Ang Babala ng Sigwa,4,Nagtanim ang katiwala ng mga bulaklak at nagtayo ng isang krus upang maging palatandaan.
Noli Me Tangere,13,Ang Babala ng Sigwa,5,Agad na nagtungo si Ibarra ng matanaw niya ang krus na tinutukoy ng katiwala.
Noli Me Tangere,13,Ang Babala ng Sigwa,6,Nang makarating sa likod ng krus ay bigong nakita ang libing.
Noli Me Tangere,13,Ang Babala ng Sigwa,7,Napahiya ang utusan kay Ibarra at hindi makapaniwala.
Noli Me Tangere,13,Ang Babala ng Sigwa,8,Pinuntahan nila ang sepulturero na malapit lang sa kinaroroonan nila.
Noli Me Tangere,13,Ang Babala ng Sigwa,9,Nagtanong ang katiwala sa sepulturero kung mayroon ba itong nakitang puntod na may krus at mga bulaklak.
Noli Me Tangere,13,Ang Babala ng Sigwa,10,"Ayon sa sepulturero, sinunog na niya ang krus na tinutukoy nito dahil ito ang utos ni Padre Garote."
Noli Me Tangere,13,Ang Babala ng Sigwa,11,Ang bangkay naman ni Don Rafael ay wala na sa nasabing libingan.
Noli Me Tangere,13,Ang Babala ng Sigwa,12,Pinalipat ni Padre Damaso ang bangkay ni Don Rafael sa libingan ng mga Intsik ngunit dahil sa may kabigatan ang bangkay nito at dahil na rin malakas na ulan ay tinapon nalang nila ang bangkay sa lawa.
Noli Me Tangere,13,Ang Babala ng Sigwa,13,Awa ang naramdaman ng katiwala habang galit naman ang naramdaman ni Ibarra sa kanyang narinig.
Noli Me Tangere,13,Ang Babala ng Sigwa,14,Tulalang lumabas si Ibarra ng sementeryo.
Noli Me Tangere,13,Ang Babala ng Sigwa,15,Napabilis ang lakad nito ng matanaw niya Si Padre Salvi.
Noli Me Tangere,13,Ang Babala ng Sigwa,16,Huminto si Ibarra sa harap ni Padre Salvi habang nanlilisik ang mga mata sa galit.
Noli Me Tangere,13,Ang Babala ng Sigwa,17,Sinugod ni Ibarra ang pari at diniinan ang hawak sa balikat nito.
Noli Me Tangere,13,Ang Babala ng Sigwa,18,Pinagbintangan ni Ibarra si Padre Salvi ngunit agad namang itinanggi ng pari ang paratang.
Noli Me Tangere,13,Ang Babala ng Sigwa,19,Sa huli ay nalaman rin ni Ibarra na si Padre Damaso ang Padre Garoteng tinutukoy ng sepulturero.
Noli Me Tangere,14,Tasyo: Baliw o Pilosopo?,1,Si Don Anastacio o mas kilala sa tawag na Pilosopo Tasyo ay kilala sa San Diego dahil siya ay may kakaibang pananaw tungkol sa pulitika at mga paniniwala.
Noli Me Tangere,14,Tasyo: Baliw o Pilosopo?,2,Si Tasyo ay dating estudyante ng pilosopiya.
Noli Me Tangere,14,Tasyo: Baliw o Pilosopo?,3,Isinantabi niya ang kanyang pag-aaral upang sumunod sa inang matanda na.
Noli Me Tangere,14,Tasyo: Baliw o Pilosopo?,4,Pinili niyang huwag nang ipagpatuloy ang kaniyang pag-aaral sa halip ay pinakasalan niya ang kaniyang kasintahan.
Noli Me Tangere,14,Tasyo: Baliw o Pilosopo?,5,Ngunit namatay ang kanyang ina at kabiyak.
Noli Me Tangere,14,Tasyo: Baliw o Pilosopo?,6,Pagbabasa ng libro ang kanyang inatupag upang hindi niya maalala ang lungkot na sinapit.
Noli Me Tangere,14,Tasyo: Baliw o Pilosopo?,7,Naengganyo siyang bumili ng mga aklat kaya napabayaan na niya ang mga kayamanang namana.
Noli Me Tangere,14,Tasyo: Baliw o Pilosopo?,8,"Simula noon ay tinawag na siyang Pilosopo Tasyo ng mga may kaya sa buhay, samantalang baliw naman ang tawag sa kanya ng mga mapagbirong tao."
Noli Me Tangere,14,Tasyo: Baliw o Pilosopo?,9,Nagtataka ang mga tao sa paniniwala ni Tasyo.
Noli Me Tangere,14,Tasyo: Baliw o Pilosopo?,10,Masaya siya dahil may gumuhit na kidlat sa madilim na langit at nagbabadya nang bumuhos ang malakas na bagyo.
Noli Me Tangere,14,Tasyo: Baliw o Pilosopo?,11,"Aniya, ang bagyo ang lilipol sa mga tao na siyang maglilinis sa sanlibutan."
Noli Me Tangere,14,Tasyo: Baliw o Pilosopo?,12,Batid niyang mas maiigi pang bumili ng tagahuli ng kidlat kaysa sa mga paputok at kwitis.
Noli Me Tangere,14,Tasyo: Baliw o Pilosopo?,13,Hindi din sang-ayon si Pilosopo Tasyo sa pagpapatugtog ng kampana kapag kumukulog dahil ito ay lubhang mapanganib.
Noli Me Tangere,14,Tasyo: Baliw o Pilosopo?,14,Pinagtatawanan lang si Pilosopo Tasyo ng sinumang nakakarinig sa kanyang mga mungkahi.
Noli Me Tangere,14,Tasyo: Baliw o Pilosopo?,15,Sunod na nagtungo si Tasyo sa simbahan kung saan niya naabutan ang dalawang magkapatid.
Noli Me Tangere,14,Tasyo: Baliw o Pilosopo?,16,Sinabihan niya ang mga ito na umuwi na dahil may hinandang espesyal na hapunan ang kanilang ina.
Noli Me Tangere,14,Tasyo: Baliw o Pilosopo?,17,Ngunit hindi naman papayagan ang mga ito na umuwi dahil sa mga katungkulan nila sa simbahan.
Noli Me Tangere,14,Tasyo: Baliw o Pilosopo?,18,Nang lumabas ang matanda sa simbahan ay nagpatuloy ito sa paglalakad hanggang marating ang bahay ni Don Filipo at Aling Doray.
Noli Me Tangere,14,Tasyo: Baliw o Pilosopo?,19,"Doon ay pinag-usapan nila ang patungkol sa purgatoryo, bagay na hindi pinaniniwalaan ni Pilosopo Tasyo."
Noli Me Tangere,14,Tasyo: Baliw o Pilosopo?,20,Sunod namang talakayan ang pagdating ni Ibarra sa sementeryo.
Noli Me Tangere,14,Tasyo: Baliw o Pilosopo?,21,Nabanggit ni Pilosopo Tasyo na isa siya sa anim na kataong dumalo sa libing ng ama ni Ibarra.
Noli Me Tangere,15,Ang mga Sakristan,1,Ang dalawang magkapatid na nakita ni Pilosopo Tasyo ay nasa ikalawang palapag ng simbahan.
Noli Me Tangere,15,Ang mga Sakristan,2,Si Crispin ang nakakabata at si Basilio naman ang mas nakakatanda.
Noli Me Tangere,15,Ang mga Sakristan,3,Sila ang anak ni Sisa.
Noli Me Tangere,15,Ang mga Sakristan,4,Palaging nakabuntot si Crispin sa kanyang kuya dahil sa takot nito.
Noli Me Tangere,15,Ang mga Sakristan,5,Sila ay nagtutulungan sa pagpapatunog ng kampanaryo ng simbahan.
Noli Me Tangere,15,Ang mga Sakristan,6,Pinagbibintangan si Crispin ng sakristan mayor na nagnakaw ng tatlumpu’t dalawang piso.
Noli Me Tangere,15,Ang mga Sakristan,7,Hindi naman ito mabayaran ng dalawang magkapatid dahil wala nang makakain ang ina kung ibabayad ang kanilang sahod.
Noli Me Tangere,15,Ang mga Sakristan,8,Batid ni Crispin na sana nga ay ninakaw nalang niya ang pera upang meron siyang maibigay sa kanyang ina at kapatid.
Noli Me Tangere,15,Ang mga Sakristan,9,Nababahala si Basilio na malaman ng ina ang ibinibintang na pagnanakaw ni Crispin.
Noli Me Tangere,15,Ang mga Sakristan,10,Tiwala naman si Crispin na paniniwalaan siya ng ina.
Noli Me Tangere,15,Ang mga Sakristan,11,Bente sentimo lang ang pera ni Crispin.
Noli Me Tangere,15,Ang mga Sakristan,12,Pinakatagu-tagu pa niya ito sa kanyang aginaldo nung nakaraang pasko.
Noli Me Tangere,15,Ang mga Sakristan,13,Habang nag-uusap ang magkapatid ay may narinig silang kaluskos.
Noli Me Tangere,15,Ang mga Sakristan,14,Nagalit ang sakristan mayor dahil narinig niya ang usapan ng dalawang magkapatid.
Noli Me Tangere,15,Ang mga Sakristan,15,Pinagmulta niya si Basilio dahil sa maling pagpapatunog ng kampana at hindi naman niya pinayagang makauwi si Crispin hangga’t hindi nito nababayaran ang kanyang ninakaw.
Noli Me Tangere,15,Ang mga Sakristan,16,Sinabi ng sakristan mayor na maaari palang makauwi si Basilio pagsapit ng ika-sampu ng gabi ngunit mapanganib na para kay Basilio ang umuwi dahil pinagbabawal ng gwardiya sibil ang paglalakad sa daanan paglampas ng ika-siyam ng gabi.
Noli Me Tangere,15,Ang mga Sakristan,17,Nagalit ang sakristan mayor kaya kinaladkad nito sa Cripin palayo kay Basilio.
Noli Me Tangere,15,Ang mga Sakristan,18,"Hindi nakapagsalita si Basilio sa narinig na mga sampal, sigaw, pagmamakaawa na unti-uning nauwi sa katahimikan."
Noli Me Tangere,15,Ang mga Sakristan,19,Dali-daling pumanhik si Basilio at tumakas gamit ang mga lubid ng kampana.
Noli Me Tangere,15,Ang mga Sakristan,20,"Lumipas ang dalawang minuto, dalawang putok ng baril ang ikinagulat ng lahat."
Noli Me Tangere,16,Si Sisa,1,Si Sisa ang ina nina Crispin at Basilio.
Noli Me Tangere,16,Si Sisa,2,Siya’y nagpakasal sa isang sabungerong lulong sa sugal.
Noli Me Tangere,16,Si Sisa,3,Sa tuwing nagkikita ang dalawa ay puro kalungkutan nalang ang nadarama ni Sisa dahil wala na itong maidulot na maganda para sa kanilang pamilya.
Noli Me Tangere,16,Si Sisa,4,Puro sarili nalang ang iniisip nito.
Noli Me Tangere,16,Si Sisa,5,Madalas pang bugbugin ang asawang si Sisa.
Noli Me Tangere,16,Si Sisa,6,Tanging si Basilio at Crispin nalang ang nagpapasaya at nagbibigay pag-asa kaya Sisa.
Noli Me Tangere,16,Si Sisa,7,Bata pa si Sisa ngunit bakas sa kanyang mukha ang paghihirap niya.
Noli Me Tangere,16,Si Sisa,8,Isang gabi ay naghanda si Sisa ng makakain ng mga anak.
Noli Me Tangere,16,Si Sisa,9,Nagsaing at nag-ihaw siya ng tatlong tuyong tawilis.
Noli Me Tangere,16,Si Sisa,10,Nakikita na si Sisa ang ligayang idudulot nito sa kanyang mga anak sa pag-uwi nila.
Noli Me Tangere,16,Si Sisa,11,Nagpapasalamat si Sisa kay Pilosopo Tasyo dahil sa tapang baboy ramo at isang hita ng patong binigay nito sa kanya.
Noli Me Tangere,16,Si Sisa,12,Isang masarap na hapunan ang inihanda ni Sisa para kanyang mga anak.
Noli Me Tangere,16,Si Sisa,13,"Ngunit sa di inaasahan, dumating ang asawa ni Sisa."
Noli Me Tangere,16,Si Sisa,14,Dali-daling nilamon ng asawa nito ang lahat ng inihanda ni Sisa at wala nang itinira para sa mga anak.
Noli Me Tangere,16,Si Sisa,15,Pagkatapos kumain ay kinuha nito ang manok na panabong at agad umalis.
Noli Me Tangere,16,Si Sisa,16,Muling nanlumo si Sisa at agad na inayos ang sarili dahil sa pag-aakalang parating na ang mga anak.
Noli Me Tangere,16,Si Sisa,17,Muling nagsaing at nag-ihaw ng natitirang tawilis si Sisa para sa mga anak.
Noli Me Tangere,16,Si Sisa,18,Ilang sandali pa’y narinig niya ang malakas at sunud-sunud na pagkatok ni Basilio.
Noli Me Tangere,17,Si Basilio,1,Nang buksan ni Sisa ang pinto tumambad sa kaniya ang kaawa-awang itsura ng anak na si Basilio.
Noli Me Tangere,17,Si Basilio,2,Niyakap niya si Basilyo kahit wala na itong lakas.
Noli Me Tangere,17,Si Basilio,3,Humagulgol pa ito nang makitang tumulo ang dugo sa noo nito.
Noli Me Tangere,17,Si Basilio,4,Inilihim ni Basilio sa ina ang nangyari kay Crispin.
Noli Me Tangere,17,Si Basilio,5,Isinalaysay naman niya ang nangyaring pagtakas dahilan kung bakit nadaplisan siya ng bala ng baril sa noo.
Noli Me Tangere,17,Si Basilio,6,Agad na ginamot ni Sisa ang sugat ni Basilio habang ikinukuwento ang pangyayari sa nawawalang pera.
Noli Me Tangere,17,Si Basilio,7,Sinisigurado nitong wala siyang mababanggit tungkol sa pananakit ng sakristan mayor sa kapatid na si Crispin.
Noli Me Tangere,17,Si Basilio,8,Nalaman ni Basilio na umuwi ang ama sa kanilang bahay bagay na ikinabahala nito.
Noli Me Tangere,17,Si Basilio,9,Lingid sa kaalaman ni Basilio ang pananakit ng ama sa ina.
Noli Me Tangere,17,Si Basilio,10,Para kay Basilio ay mas mabuti pang wala na lang ang ama nito.
Noli Me Tangere,17,Si Basilio,11,Masaya na siya basta kasama niya ang kapatid at ang ina.
Noli Me Tangere,17,Si Basilio,12,"Sa pagkakaidlip, nagkaroon ng masamang panaginip si Basilio."
Noli Me Tangere,17,Si Basilio,13,Nakita niya sa kaniyang panaginip ang pambubugbog ng kura at mayor sakristan kay Sisa hanggang sa wala na itong maramdaman.
Noli Me Tangere,17,Si Basilio,14,Narinig ni Sisa ang ungol ng nananaginip na si Basilio.
Noli Me Tangere,17,Si Basilio,15,Nang tanungin ni Sisa ang panaginip ng binata ay hindi ito nagsabi ng totoo.
Noli Me Tangere,17,Si Basilio,16,Sa halip ay nag-imbento siya ng ibang panaginiP. Ipinahayag ni Basilio sa ina ang kanyang plano na tumigil nang magsilbi sa simbahan.
Noli Me Tangere,17,Si Basilio,17,Sa halip ay pupunta siya kay Ibarra upang mamasukan bilang pastol ng mga baka at kalabaw niya.
Noli Me Tangere,17,Si Basilio,18,Ipapasok naman niya ang kaptid na si Crispin kay Tasyo.
Noli Me Tangere,17,Si Basilio,19,Inilahad ni Basilio ang napakagandang plano niya para sa kapatid at ina.
Noli Me Tangere,17,Si Basilio,20,Naluha nalang si Sisa ng mapansing wala ang ama sa mga plano nito.
Noli Me Tangere,17,Si Basilio,21,Mahigpit na nagyakapan ang mag ina.
Noli Me Tangere,18,Mga Kaluluwang Nagdurusa,1,Nagdaos ng misa si Padre Salvi para sa Todos Los Santos sa araw na yaon.
Noli Me Tangere,18,Mga Kaluluwang Nagdurusa,2,Ngunit wala ang magilas na galaw ng pari dahil sa may sakit ito.
Noli Me Tangere,18,Mga Kaluluwang Nagdurusa,3,Lumabas si Padre Salvi sa likod ng sakristiya at dali-daling tumungo sa kalapit na parokyang bahay tirahan nito.
Noli Me Tangere,18,Mga Kaluluwang Nagdurusa,4,Ang paksa ng mga manang at manong ay patungkol sa pagbili ng indulgencia para sa kaligtasan ng mga yumaong kamag-anak na nagdurusa sa purgatoryo.
Noli Me Tangere,18,Mga Kaluluwang Nagdurusa,5,Hindi nila napansin ang pagdating ni Sisa sa lugar dahil sa kaabalahan ng lahat.
Noli Me Tangere,18,Mga Kaluluwang Nagdurusa,6,"Dala-dala ang mga handog ni Sisa para sa mga hari, nagtungo siya sa kusina ng kumbento upang iayos ang mga bitbit na gulay na kanyang tanim."
Noli Me Tangere,18,Mga Kaluluwang Nagdurusa,7,Nakausap niya ang tagaluto at nalamang may sakit ang pari kung kaya’t hindi niya ito makakausaP. Ikinagulat din niya ang balitang pagtakas ni Crispin kasama ang kaniyang kapatid na si Basilio.
Noli Me Tangere,18,Mga Kaluluwang Nagdurusa,8,Batid na ito ng mga gwardiya sibil at anumang oras ay pupunta ito sa bahay nila upang hulihin ang dalawa.
Noli Me Tangere,18,Mga Kaluluwang Nagdurusa,9,Bilin ng tagapagluto na ingatan ni Sisa ang mga anak nito lalo na si Crispin dahil baka raw sumunod ito sa yapak ng asawa niyang sabungero.
Noli Me Tangere,18,Mga Kaluluwang Nagdurusa,10,Dali-daling lumabas si Sisa upang lisanin ang nakakapasong tingin ng mga usisera’t usiserong manang at manong.
Noli Me Tangere,18,Mga Kaluluwang Nagdurusa,11,Ipinagpatuloy ni Sisa ang pagluha sa kalsada.
Noli Me Tangere,19,Mga Karanasan ng Isang Guro,1,Nagmasid-masid si Ibarra at ang kanyang guro sa San Diego sa tabi ng lawa na parehas nakasuot ng panluksa.
Noli Me Tangere,19,Mga Karanasan ng Isang Guro,2,Sa lawa na iyon itinapon ang bangkay ng ama.
Noli Me Tangere,19,Mga Karanasan ng Isang Guro,3,Nagpasalamat si Ibarra sa guro dahil sa pakikiramay nito sa ama.
Noli Me Tangere,19,Mga Karanasan ng Isang Guro,4,Ayon sa guro ay wala dapat itong ipagpasalamat sapagkat malaki ang utang na loob nito kay Don Rafael dahil isa ito sa mga nabigyan ng tulong nung ito’y nabubuhay pa.
Noli Me Tangere,19,Mga Karanasan ng Isang Guro,5,Nagtanong si Ibarra kung ano ang kinahinatnat ng pagtulong ng ama sa mga mahihiraP. Sinabi ng guro na nakatulong si Don Rafael sa pagpapaunlad ng edukasyon sa kanilang bayan.
Noli Me Tangere,19,Mga Karanasan ng Isang Guro,6,Ibinahagi din ng guro ang iba’t-ibang problemang kinaharap ng mga guro at ng edukasyon.
Noli Me Tangere,19,Mga Karanasan ng Isang Guro,7,"Kabilang na dito ang kawalan ng motibasyon at interes ng mga estudyante sa pag-aaral, kakulangan sa kagamitan ng mga guro at mga mag-aaral, walang maayos na silid aralan, at ang kawalan ng pagkakaisa sa pagitan ng mga magulang ng mga estudyante at mga nasa katungkulan."
Noli Me Tangere,19,Mga Karanasan ng Isang Guro,8,Isa din sa balakid sa edukasyon ay ang kakaibang pananaw ng mga pari sa paraan ng pagtuturo ng mga guro.
Noli Me Tangere,19,Mga Karanasan ng Isang Guro,9,Kahit pa masikap ang mga guro sa pagtuturo ay hindi parin matututo ang mga estudyante kung patuloy na manghihimasok ang mga pari.
Noli Me Tangere,19,Mga Karanasan ng Isang Guro,10,Nangako naman si Ibarra na tutulong sa abot ng kaniyang makakaya.
Noli Me Tangere,19,Mga Karanasan ng Isang Guro,11,Sisikapin niyang paunladin ang sistema ng edukasyon sa kanilang lugar.
Noli Me Tangere,19,Mga Karanasan ng Isang Guro,12,Ipapahatid ni Ibarra ang napag-usapan ng dalawa sa gaganaping miting sa bulwagang bayan na pinaanyaya ng alkalde mayor.
Noli Me Tangere,20,Ang Pagpupulong sa Tribunal,1,Ang bulwagang pulungan ng San Diego ay dinadaluhan ng mga kinikilalang mamamayan na pawang nagbibigay ng opinyon para sa ikakaganda ng bayan.
Noli Me Tangere,20,Ang Pagpupulong sa Tribunal,2,Sa loob ay makikita ang dalawang grupo ng mga panauhin.
Noli Me Tangere,20,Ang Pagpupulong sa Tribunal,3,Ang una ay ang mga konserbatibo o grupo ng mga nakakatanda na pinamumunuan ng Kabesa.
Noli Me Tangere,20,Ang Pagpupulong sa Tribunal,4,Ang ikalawa naman ay ang mga liberal o grupo ng mga nakakabata na pinamumunuan naman ni Don Filipo.
Noli Me Tangere,20,Ang Pagpupulong sa Tribunal,5,Ang paksa ng pagpupulong ay ang gaganaping pista labing-isang araw mula sa araw na iyon.
Noli Me Tangere,20,Ang Pagpupulong sa Tribunal,6,Kabilang din sa pagpupulong ang pagtatayo ng paaralan sa bayan.
Noli Me Tangere,20,Ang Pagpupulong sa Tribunal,7,Iminungkahi ni Don Filipo na magkaroon ng talaan ng mga gastos sa bawat gawaing isasakatuparan.
Noli Me Tangere,20,Ang Pagpupulong sa Tribunal,8,"Bukod dito, plano din niyang magtayo ng isang malaking palabas kagaya ng komedya sa plasa sa loob ng isang linggo."
Noli Me Tangere,20,Ang Pagpupulong sa Tribunal,9,Plano din niyang maglagay ng mga paputok upang mas maging maganda ang pista bagay na tinutulan ng lahat ng nasa bulwagan.
Noli Me Tangere,20,Ang Pagpupulong sa Tribunal,10,"Para naman sa Kabesa, dapat gawing simple lang ang pista at tipirin ang pagdiriwang na gaganapin."
Noli Me Tangere,20,Ang Pagpupulong sa Tribunal,11,Hindi rin siya sumang-ayon sa pagbili ng mga paputok na siyang iminungkahi ni Don Filipo.
Noli Me Tangere,20,Ang Pagpupulong sa Tribunal,12,"Ang mga panukalang inilahad ng dalawang grupo ay parehas na hindi sinang-ayunan dahil nakapagdesisyon na ang kura sa mangyayaring piSta. Magkakaroon ng anim na prusisyon, tatlong sermon, tatlong misa mayor at isang tanghalan katulad ng komedya sa piSta."
Noli Me Tangere,21,Ang Kasaysayan ni Sisa,1,Tulirong nagtungo si Sisa pabalik sa kanilang dampa ng matapos marinig ang balita tungkol sa mga anak.
Noli Me Tangere,21,Ang Kasaysayan ni Sisa,2,Sa kanyang pag-uwi ay natanawan niya ang dalawang gwardiya sibil sa kanyang halamanan na mas lalong nagpakaba kay Sisa.
Noli Me Tangere,21,Ang Kasaysayan ni Sisa,3,Nakita ng dalawang gwardiya sibil si Sisa at pilit na hinahanap sa kanya ang mga anak.
Noli Me Tangere,21,Ang Kasaysayan ni Sisa,4,Nang walang maipakita si Sisa hiniling ng mga gwardiya na bigyan nalang sila ng pera para iwan na ito.
